"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","count_experiment","count_new_inline_script","count_new_inline_script_1","count_new_inline_script_2","count_new_inline_script_3","count_new_inline_script_4","count_new_inline_script_5","count_new_inline_script_6","count_new_inline_script_7","count_new_logger","count_new_loop","count_new_pygaze_drift_correct","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sequence","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_time","sampler_backend","start","subject_nr","subject_parity","time_experiment","time_new_inline_script","time_new_inline_script_1","time_new_inline_script_2","time_new_inline_script_3","time_new_inline_script_4","time_new_inline_script_5","time_new_inline_script_6","time_new_inline_script_7","time_new_logger","time_new_loop","time_new_pygaze_drift_correct","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xcent","ycent"
"undefined","undefined","undefined","undefined","#ffffff","no","legacy","legacy","legacy","0","uniform","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06/10/16 15:50:46","Default description","testexp.osexp","F:/test","no","mono","no","18","#000000","1080","legacy","F:/test/subject-0.csv","legacy","Interactive Ising","3.0.7","0","None","4429","legacy","experiment","0","even","771","771","30454","30273","76759","81189","87593","29498","29766","88424","29535","29548","2372","87583","30447","87589","29548","New experiment","0","0","0","no","1920","960","540"
