Recording date:	2016/06/07
Recording time:	15:34:38
Recording resolution	1024 x 768

pygaze initiation report start
display resolution: 1024x768
display size in cm: 33.8x27.1
fixation threshold: 1.5 degrees
speed threshold: 35 degrees/second
acceleration threshold: 9500 degrees/second**2
pygaze initiation report end
pygaze calibration report start
samplerate: 120 Hz
sampletime: 8.33205667182 ms
accuracy (in pixels): LX=509.9068, LY=382.3034, RX=509.9308, RY=382.2862
precision (RMS noise in pixels): X=209.745083375, Y=172.68178827
distance between participant and display: 57.0 cm
fixation threshold: 43.7594828432 pixels
speed threshold: 1.02082144273 pixels/ms
accuracy threshold: 279.647443825 pixels/ms**2
pygaze calibration report end
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
5332.6	336.1331	475.6129	0	327.1650	468.9178	0	0.3239	0.6149	
5340.9	340.1072	477.1421	0	329.8715	461.7001	0	0.3271	0.6112	
5349.2	339.4300	473.4398	0	323.5727	464.0837	0	0.3237	0.6104	
5357.6	334.4050	474.2431	0	323.2597	466.6956	0	0.3211	0.6126	
5365.9	336.4188	465.3182	0	323.5899	466.0826	0	0.3223	0.6064	
5374.2	338.2790	474.3240	0	326.1088	459.6294	0	0.3244	0.6080	
5382.5	338.7552	473.1400	0	325.0210	457.8059	0	0.3241	0.6061	
5390.9	336.7449	473.2044	0	323.2575	461.2126	0	0.3223	0.6083	
5399.2	334.1077	469.7219	0	324.0333	464.1048	0	0.3214	0.6080	
5407.6	336.2417	472.6024	0	322.8891	468.7366	0	0.3218	0.6129	
5415.9	337.1989	471.7309	0	323.2581	469.7674	0	0.3225	0.6130	
5424.2	335.7105	470.9163	0	320.0083	461.9500	0	0.3202	0.6073	
5432.5	335.7982	471.3191	0	324.5960	463.6083	0	0.3225	0.6087	
5440.9	336.0443	476.3441	0	321.1174	474.8719	0	0.3209	0.6193	
5449.2	336.0562	472.2478	0	325.8500	463.5623	0	0.3232	0.6093	
5457.5	341.8267	467.2057	0	326.8139	466.3157	0	0.3265	0.6078	
5465.9	336.5533	474.8831	0	324.7179	457.8602	0	0.3229	0.6073	
5474.2	337.6973	473.8407	0	326.1167	468.8848	0	0.3241	0.6138	
5482.6	341.3422	475.0262	0	323.3741	469.3821	0	0.3246	0.6148	
5490.8	338.6985	474.3108	0	318.5423	465.9043	0	0.3209	0.6121	
5499.2	335.0396	470.9684	0	319.7192	472.3643	0	0.3197	0.6141	
5507.5	334.5926	471.9096	0	323.9394	474.2436	0	0.3215	0.6160	
5515.9	335.1651	472.6370	0	326.6224	472.2615	0	0.3231	0.6152	
5524.2	339.5564	473.8177	0	317.8516	463.6387	0	0.3210	0.6103	
5532.5	341.6588	479.7030	0	323.3716	467.7039	0	0.3247	0.6168	
5540.8	340.4975	477.3791	0	316.7613	471.4235	0	0.3209	0.6177	
5549.2	338.9839	475.3519	0	327.2225	471.1417	0	0.3253	0.6162	
5557.5	337.6355	472.8463	0	312.6730	466.6995	0	0.3175	0.6117	
5565.9	337.6403	474.7680	0	314.0646	465.0484	0	0.3182	0.6119	
5574.2	344.7903	471.2338	0	323.9361	470.4587	0	0.3265	0.6131	
5582.5	337.4477	478.0459	0	321.3962	468.1460	0	0.3217	0.6160	
5590.9	343.5201	476.2130	0	321.6554	471.3517	0	0.3248	0.6169	
5599.2	340.4226	482.2537	0	325.6292	474.4360	0	0.3252	0.6228	
5607.5	342.7171	482.2095	0	322.9811	475.1320	0	0.3250	0.6233	
5615.8	341.8908	474.7392	0	320.0144	464.0985	0	0.3232	0.6112	
5624.2	339.4413	475.7782	0	319.1906	462.2678	0	0.3216	0.6107	
5632.5	341.4418	472.9412	0	318.5352	472.3182	0	0.3223	0.6154	
5640.9	339.9255	479.2813	0	323.8014	472.6546	0	0.3241	0.6197	
5649.2	336.4388	476.6467	0	331.6533	469.2248	0	0.3262	0.6158	
5657.5	336.8811	475.9973	0	323.2268	464.8334	0	0.3223	0.6125	
5665.9	338.6585	471.7945	0	322.8313	470.8607	0	0.3230	0.6137	
5674.2	341.8902	476.3009	0	326.5605	466.7137	0	0.3264	0.6139	
5682.5	344.6517	468.3169	0	326.9669	465.4528	0	0.3279	0.6079	
5690.8	341.2684	472.3616	0	335.8954	472.4664	0	0.3306	0.6151	
5699.1	318.4286	493.8505	0	301.1550	488.9566	0	0.3025	0.6398	
5707.5	259.0040	534.8986	0	134.2943	551.8680	0	0.1920	0.7075	
5715.9	218.6069	575.8940	0	201.5967	569.5993	0	0.2052	0.7458	
5724.1	167.0360	621.4230	0	142.6531	608.5091	0	0.1512	0.8007	
5732.5	109.5543	669.4029	0	79.2123	651.7222	0	0.0922	0.8601	
5740.8	54.6595	714.8929	0	35.1973	707.9660	0	0.0439	0.9263	
5749.2	-25.3207	771.3405	0	-15.5924	763.1292	0	-0.0200	0.9990	
5757.4	-162.4218	828.9866	0	-72.5349	808.4434	0	-0.1147	1.0660	
5765.8	-238.5956	889.5800	0	-137.9811	864.3144	0	-0.1839	1.1419	
5774.1	-390.2414	960.4035	0	-208.9602	909.5637	0	-0.2926	1.2174	
5782.5	-719.7730	1037.0771	0	-279.8994	945.7727	0	-0.4881	1.2909	
5790.9	471.0725	997.5349	0	-368.5485	981.9378	0	0.0501	1.2887	
5799.1	-251.5411	1054.9121	0	-1.0000	-1.0000	4	-0.2456	1.3736	
5807.5	-303.8619	1083.9186	0	-440.0279	958.5578	0	-0.3632	1.3297	
5815.8	-1.0000	-1.0000	4	-463.6284	915.0234	0	-0.4528	1.1914	
5824.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5832.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5840.8	-1.0000	-1.0000	4	-573.5688	1176.9472	0	-0.5601	1.5325	
5849.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5857.5	-1.0000	-1.0000	4	-586.8981	1166.8684	0	-0.5731	1.5194	
5865.8	-1.0000	-1.0000	4	-557.4960	1123.4615	0	-0.5444	1.4628	
5874.1	-1.0000	-1.0000	4	-609.5549	1152.4132	0	-0.5953	1.5005	
5882.4	-1.0000	-1.0000	4	-604.0880	1150.3645	0	-0.5899	1.4979	
5890.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5899.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5907.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5915.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5924.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5932.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5940.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5949.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5957.4	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5965.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5974.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5982.5	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5990.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
5999.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6007.4	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6015.8	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6024.2	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6032.4	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6040.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6049.1	-1.0000	-1.0000	4	-332.6048	303.1489	0	-0.3248	0.3947	
6057.5	-1.0000	-1.0000	4	-120.9934	-657.0171	0	-0.1182	-0.8555	
6065.8	-1.0000	-1.0000	4	-145.0646	-665.8008	0	-0.1417	-0.8669	
6074.1	-1.0000	-1.0000	4	-568.4187	1263.3542	0	-0.5551	1.6450	
6082.4	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6090.8	-1.0000	-1.0000	4	431.1179	957.7330	0	0.4210	1.2470	
6099.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
6107.4	-109.0083	986.2046	0	-244.9131	1003.2364	0	-0.1728	1.2952	
6115.8	-63.7717	902.4373	0	-92.4962	851.2649	0	-0.0763	1.1417	
6124.1	-18.5351	818.6700	0	3.7837	783.7173	0	-0.0072	1.0432	
6132.5	96.8776	699.9646	0	100.1303	699.2401	0	0.0962	0.9109	
6140.8	188.1223	621.6113	0	192.8938	630.7044	0	0.1860	0.8153	
6149.1	267.7624	565.9824	0	282.5275	572.1634	0	0.2687	0.7410	
6157.4	337.4092	525.7941	0	359.4814	546.6922	0	0.3403	0.6982	
6165.8	403.2846	506.1049	0	407.6393	514.1434	0	0.3960	0.6642	
6174.1	459.7302	482.2267	0	460.3245	488.0890	0	0.4492	0.6317	
6182.4	489.8533	473.7518	0	475.4903	468.5645	0	0.4714	0.6135	
6190.7	479.0395	476.3576	0	467.8187	479.0987	0	0.4623	0.6220	
6199.1	477.9693	470.7078	0	473.3315	482.5566	0	0.4645	0.6206	
6207.4	490.5975	464.4487	0	470.4681	453.3664	0	0.4693	0.5975	
6215.8	488.8515	471.9837	0	470.8314	473.7918	0	0.4686	0.6157	
6224.1	477.9871	466.7922	0	459.7590	462.4010	0	0.4579	0.6049	
6232.4	484.7793	470.7243	0	463.4876	431.3116	0	0.4630	0.5873	
6240.8	482.3985	470.1672	0	459.6940	444.4037	0	0.4600	0.5954	
6249.1	485.4489	477.3251	0	455.6974	469.2619	0	0.4595	0.6163	
6257.5	485.5769	467.4507	0	457.3572	404.8701	0	0.4604	0.5679	
6265.7	479.9973	466.1630	0	459.9374	441.3081	0	0.4590	0.5908	
6274.1	485.9398	469.4809	0	455.4997	441.5809	0	0.4597	0.5931	
6282.4	481.9704	462.8685	0	460.5896	459.5419	0	0.4602	0.6005	
6290.8	481.6052	471.3803	0	458.0720	446.7189	0	0.4588	0.5977	
6299.1	483.9243	468.1444	0	460.7197	465.9234	0	0.4613	0.6081	
6307.4	483.7559	467.7395	0	464.7493	466.6431	0	0.4631	0.6083	
6315.7	487.1333	465.5227	0	459.6683	459.2208	0	0.4623	0.6020	
6324.1	485.0533	464.5178	0	462.9101	468.0277	0	0.4629	0.6071	
6332.4	483.4764	465.7715	0	465.1508	469.6170	0	0.4632	0.6090	
6340.7	481.6019	466.3601	0	453.9942	474.2184	0	0.4568	0.6124	
6349.0	479.4199	461.0026	0	459.6403	478.0863	0	0.4585	0.6114	
6357.4	473.6011	464.1432	0	464.2651	441.5205	0	0.4579	0.5896	
6365.8	486.0262	465.2388	0	461.2449	467.7014	0	0.4625	0.6074	
6374.0	486.7943	462.0377	0	461.1589	466.9736	0	0.4629	0.6048	
6382.4	507.3228	438.5064	0	489.3425	452.0640	0	0.4867	0.5798	
6390.7	522.4877	415.8649	0	505.6843	424.3136	0	0.5020	0.5470	
6399.1	531.0875	412.0090	0	508.2354	423.4958	0	0.5075	0.5439	
6407.4	528.7954	416.1607	0	497.0752	429.4574	0	0.5009	0.5505	
6415.7	527.2759	416.1982	0	498.1992	426.0808	0	0.5007	0.5484	
6424.0	527.2798	412.2699	0	506.0151	419.5063	0	0.5045	0.5415	
6432.4	532.9116	370.9584	0	505.0830	426.0976	0	0.5068	0.5189	
6440.7	527.6951	396.1548	0	505.4942	422.1481	0	0.5045	0.5327	
6449.1	528.8638	385.6462	0	502.1376	420.0424	0	0.5034	0.5245	
6457.4	531.3798	385.7805	0	507.6314	414.1447	0	0.5073	0.5208	
6465.7	531.3406	408.1283	0	503.5314	431.1899	0	0.5053	0.5464	
6474.1	529.6380	406.5962	0	501.7789	420.1436	0	0.5036	0.5382	
6482.4	528.4742	424.3939	0	502.5885	423.7758	0	0.5034	0.5522	
6490.7	533.6863	412.3382	0	508.3868	420.0691	0	0.5088	0.5419	
6499.0	528.9601	416.9675	0	502.3040	430.7205	0	0.5035	0.5519	
6507.4	527.0373	419.7657	0	503.6449	423.1847	0	0.5033	0.5488	
6515.7	522.9793	415.9525	0	508.2388	428.6783	0	0.5035	0.5499	
6524.1	526.5460	403.6682	0	500.2801	420.0258	0	0.5014	0.5363	
6532.3	527.9140	408.7647	0	498.5296	424.3770	0	0.5012	0.5424	
6540.7	527.3740	401.3963	0	498.4950	420.1324	0	0.5009	0.5348	
6549.0	525.9597	406.4460	0	503.6796	421.9080	0	0.5028	0.5393	
6557.4	529.8327	412.7396	0	500.1652	419.4518	0	0.5029	0.5418	
6565.8	526.3987	411.1118	0	501.2656	422.3781	0	0.5018	0.5426	
6574.0	525.2128	409.5791	0	500.7947	424.0571	0	0.5010	0.5427	
6582.4	524.2418	410.8369	0	499.4785	423.9416	0	0.4999	0.5435	
6590.7	528.7046	419.1677	0	500.5614	425.0050	0	0.5026	0.5496	
6599.1	529.5552	416.0833	0	499.7856	424.0188	0	0.5026	0.5469	
6607.3	527.0405	407.6938	0	499.5878	421.5194	0	0.5013	0.5399	
6615.7	526.2406	395.0234	0	499.7699	421.8162	0	0.5010	0.5318	
6624.0	527.6721	401.1832	0	504.6567	422.8614	0	0.5041	0.5365	
6632.4	525.2850	407.1198	0	495.3970	426.3141	0	0.4984	0.5426	
6640.7	526.8408	406.5168	0	503.2232	422.4169	0	0.5030	0.5397	
6649.0	527.8820	404.6145	0	503.0291	423.6092	0	0.5034	0.5392	
6657.3	527.1113	402.3261	0	504.9521	427.8901	0	0.5039	0.5405	
6665.7	522.0687	410.7479	0	503.9998	425.1052	0	0.5010	0.5442	
6674.0	525.4831	417.8691	0	503.9867	419.8663	0	0.5027	0.5454	
6682.3	531.4378	411.0303	0	505.9480	421.9209	0	0.5065	0.5423	
6690.7	525.0703	417.1697	0	506.3784	416.5589	0	0.5036	0.5428	
6699.0	521.5457	415.7007	0	504.2294	413.5625	0	0.5009	0.5399	
6707.4	529.5401	409.9804	0	507.2549	416.7672	0	0.5062	0.5382	
6715.7	526.6877	416.9091	0	497.3157	411.5447	0	0.5000	0.5394	
6724.0	527.1345	408.6973	0	503.8599	425.2930	0	0.5034	0.5430	
6732.3	526.8969	414.5058	0	505.0032	423.1541	0	0.5039	0.5454	
6740.7	527.0701	412.9690	0	507.9144	415.3964	0	0.5054	0.5393	
6749.0	527.1567	415.5297	0	504.6657	414.3413	0	0.5038	0.5403	
6757.4	524.1420	414.1541	0	501.0562	419.9223	0	0.5006	0.5430	
6765.6	526.4137	415.9561	0	507.3592	417.9637	0	0.5048	0.5429	
6774.0	528.0801	407.1133	0	500.9772	421.4956	0	0.5025	0.5395	
6782.4	523.8423	416.5642	0	505.5682	420.6751	0	0.5026	0.5451	
6790.7	523.8365	407.5096	0	505.9479	415.6859	0	0.5028	0.5359	
6799.0	525.5935	410.9631	0	503.5087	413.3732	0	0.5025	0.5367	
6807.3	524.8982	414.5957	0	504.3683	417.0062	0	0.5026	0.5414	
6815.7	519.3043	416.0590	0	504.7367	416.9964	0	0.5000	0.5424	
6824.0	521.9052	407.6698	0	508.9913	416.6624	0	0.5034	0.5367	
6832.4	525.2043	418.6553	0	504.5746	421.0586	0	0.5028	0.5467	
6840.6	526.6548	409.8309	0	506.4096	417.4104	0	0.5044	0.5386	
6849.0	524.6710	414.8038	0	502.2473	416.0495	0	0.5014	0.5409	
6857.3	524.1713	411.7920	0	506.8229	422.0269	0	0.5034	0.5429	
6865.7	525.3626	421.2025	0	501.1166	417.2279	0	0.5012	0.5459	
6874.0	523.6640	417.9823	0	498.8476	414.8775	0	0.4993	0.5422	
6882.3	524.5947	404.0849	0	502.1730	406.4334	0	0.5014	0.5277	
6890.6	527.4507	409.2788	0	506.5053	414.4108	0	0.5049	0.5363	
6899.0	530.9889	409.4262	0	503.5218	418.3884	0	0.5051	0.5389	
6907.4	523.2425	397.5182	0	508.7550	415.4186	0	0.5039	0.5293	
6915.6	525.3575	416.4408	0	499.1942	421.9195	0	0.5003	0.5458	
6924.0	529.1229	413.8823	0	510.0111	418.9433	0	0.5074	0.5422	
6932.3	524.5509	414.0861	0	503.9480	415.9639	0	0.5022	0.5404	
6940.7	524.5831	410.5988	0	502.7697	414.9494	0	0.5016	0.5375	
6949.0	528.4073	406.4121	0	505.4746	420.2559	0	0.5048	0.5382	
6957.3	525.6714	411.4301	0	510.6378	415.2714	0	0.5060	0.5382	
6965.6	522.6464	414.5621	0	501.5143	411.5267	0	0.5001	0.5378	
6974.0	525.3134	409.5496	0	507.4365	411.7220	0	0.5043	0.5347	
6982.3	521.7003	418.9735	0	508.0753	416.7432	0	0.5028	0.5441	
6990.6	530.1216	401.8186	0	502.6262	408.1929	0	0.5043	0.5274	
6998.9	525.2335	409.1633	0	506.0455	418.0354	0	0.5036	0.5385	
7007.3	520.6745	417.9117	0	505.0765	416.5570	0	0.5009	0.5433	
7015.7	527.8478	408.4864	0	511.5043	411.4485	0	0.5075	0.5338	
7024.0	527.9714	412.6080	0	503.4219	413.5638	0	0.5036	0.5379	
7032.3	522.2268	414.5447	0	503.6183	407.6431	0	0.5009	0.5353	
7040.6	524.5119	399.9651	0	505.7045	413.9564	0	0.5030	0.5299	
7049.0	528.0147	408.7156	0	504.6415	411.5740	0	0.5042	0.5340	
7057.3	527.6112	406.7181	0	500.4344	412.5626	0	0.5020	0.5334	
7065.7	524.8750	404.3335	0	510.6596	407.2092	0	0.5056	0.5283	
7073.9	524.8859	406.5036	0	506.3642	414.0711	0	0.5035	0.5342	
7082.3	524.5239	406.4363	0	508.3191	410.8897	0	0.5043	0.5321	
7090.6	523.8253	425.2153	0	502.4120	417.2730	0	0.5011	0.5485	
7099.0	526.1506	418.1512	0	504.4144	418.1014	0	0.5032	0.5444	
7107.3	524.7420	423.7624	0	497.2551	419.2748	0	0.4990	0.5489	
7115.6	520.6547	416.6454	0	507.7804	410.9796	0	0.5022	0.5388	
7123.9	523.4014	416.6520	0	507.4213	407.2529	0	0.5033	0.5364	
7132.3	527.1187	410.4513	0	499.9358	413.7381	0	0.5015	0.5366	
7140.7	527.1897	417.6109	0	505.5631	409.6129	0	0.5043	0.5386	
7148.9	528.3373	413.4935	0	502.4973	411.5267	0	0.5033	0.5371	
7157.3	531.4178	409.1807	0	502.7599	419.2582	0	0.5050	0.5393	
7165.6	522.9184	417.2232	0	509.9762	411.9186	0	0.5043	0.5398	
7174.0	526.6964	415.3520	0	509.3440	407.6448	0	0.5059	0.5358	
7182.3	523.4577	419.1571	0	504.1211	416.1160	0	0.5017	0.5438	
7190.6	524.2150	413.3036	0	509.2159	408.1525	0	0.5046	0.5348	
7198.9	523.7561	421.7328	0	504.8577	409.8794	0	0.5023	0.5414	
7207.3	524.3880	412.6237	0	508.8174	406.7506	0	0.5045	0.5334	
7215.6	526.7660	416.9256	0	506.4779	413.2232	0	0.5045	0.5405	
7223.9	525.4969	420.3421	0	509.0502	403.7704	0	0.5051	0.5365	
7232.2	527.2619	425.0670	0	500.3555	415.1283	0	0.5018	0.5470	
7240.6	526.7063	416.0423	0	507.4000	408.4286	0	0.5049	0.5368	
7249.0	525.8293	425.8484	0	506.0846	407.7459	0	0.5039	0.5427	
7257.3	525.5618	413.9920	0	508.8085	411.3745	0	0.5051	0.5373	
7265.6	527.0474	415.1421	0	510.5368	408.7047	0	0.5066	0.5364	
7273.9	526.7515	418.9999	0	505.1389	405.0744	0	0.5039	0.5365	
7282.3	521.7083	419.6283	0	500.6388	407.6785	0	0.4992	0.5386	
7290.6	497.8237	421.8099	0	484.9071	413.8113	0	0.4798	0.5440	
7298.9	485.9262	419.2007	0	467.9166	408.6762	0	0.4657	0.5390	
7307.2	488.1901	416.5025	0	465.6059	409.4804	0	0.4657	0.5377	
7315.6	491.5813	423.2284	0	465.6816	414.9899	0	0.4674	0.5457	
7323.9	490.1034	422.5758	0	467.7173	415.3629	0	0.4677	0.5455	
7332.3	488.5941	415.2274	0	472.1490	405.7475	0	0.4691	0.5345	
7340.6	490.4837	415.4935	0	471.9553	413.0926	0	0.4699	0.5394	
7348.9	495.8511	426.1693	0	471.9650	410.4120	0	0.4726	0.5446	
7357.3	492.4686	424.6135	0	468.0371	412.5598	0	0.4690	0.5450	
7365.6	487.3347	420.4649	0	471.3437	420.7341	0	0.4681	0.5477	
7374.0	492.6146	420.1617	0	466.4971	415.3492	0	0.4683	0.5440	
7382.2	491.5300	425.0073	0	466.2954	414.6248	0	0.4677	0.5466	
7390.6	490.9212	424.8045	0	464.2951	419.0392	0	0.4664	0.5494	
7398.9	485.9408	423.4056	0	467.2292	414.4315	0	0.4654	0.5455	
7407.3	491.3313	430.0325	0	465.1842	419.5805	0	0.4670	0.5531	
7415.6	490.6176	423.2468	0	469.2741	406.6340	0	0.4687	0.5403	
7423.9	490.8456	422.6984	0	467.7491	411.5932	0	0.4681	0.5432	
7432.2	489.5814	424.8360	0	463.7384	397.5431	0	0.4655	0.5354	
7440.6	494.2848	426.7923	0	464.1873	406.0192	0	0.4680	0.5422	
7448.9	488.4119	425.8136	0	467.6033	418.0873	0	0.4668	0.5494	
7457.2	490.7709	422.1101	0	461.5773	411.6501	0	0.4650	0.5428	
7465.6	491.0260	423.1397	0	467.5914	414.7264	0	0.4681	0.5455	
7473.9	493.5050	426.1971	0	470.0156	419.6564	0	0.4705	0.5507	
7482.3	492.1930	420.7624	0	466.1256	407.1806	0	0.4679	0.5390	
7490.5	489.3334	426.6054	0	465.1167	416.0231	0	0.4660	0.5486	
7498.9	489.0961	428.5535	0	465.7419	411.8308	0	0.4662	0.5471	
7507.2	492.0599	433.9530	0	465.8858	414.0074	0	0.4677	0.5521	
7515.6	493.7518	426.8520	0	468.2674	418.3117	0	0.4697	0.5502	
7523.9	489.9465	432.6067	0	462.8825	409.4817	0	0.4652	0.5482	
7532.2	491.9141	425.5031	0	465.4729	417.0548	0	0.4675	0.5485	
7540.5	488.8462	430.9417	0	458.7172	414.0898	0	0.4627	0.5502	
7548.9	491.7879	421.0699	0	469.5161	402.2672	0	0.4694	0.5360	
7557.2	488.5631	423.6030	0	462.2121	408.1310	0	0.4642	0.5415	
7565.6	494.9788	425.5155	0	463.9270	405.6049	0	0.4682	0.5411	
7573.9	490.0944	422.9588	0	464.9379	412.8593	0	0.4663	0.5442	
7582.2	490.9402	425.0298	0	462.8544	413.7260	0	0.4657	0.5461	
7590.6	511.7622	419.2768	0	478.2705	411.8639	0	0.4834	0.5411	
7598.9	536.9518	412.1374	0	512.1418	394.3622	0	0.5123	0.5251	
7607.2	551.4076	398.9736	0	527.0948	394.7494	0	0.5266	0.5167	
7615.5	558.1843	403.3604	0	525.4928	399.1317	0	0.5291	0.5225	
7623.9	555.2849	395.8321	0	526.2408	384.7837	0	0.5281	0.5082	
7632.2	553.3842	401.7153	0	524.9782	388.2942	0	0.5265	0.5143	
7640.6	554.6580	397.0651	0	523.1312	388.0596	0	0.5263	0.5111	
7648.8	557.8045	410.1970	0	526.5112	392.4245	0	0.5295	0.5225	
7657.2	554.2784	400.7176	0	524.1816	388.0668	0	0.5266	0.5135	
7665.5	558.2829	403.3455	0	522.2754	397.7920	0	0.5276	0.5216	
7673.9	555.5000	401.5768	0	522.5600	380.6442	0	0.5264	0.5093	
7682.2	559.1952	396.4102	0	521.6672	390.5113	0	0.5278	0.5123	
7690.5	556.2146	396.7995	0	523.0695	388.0887	0	0.5270	0.5110	
7698.9	556.5110	397.4812	0	520.3179	385.0723	0	0.5258	0.5095	
7707.2	554.0279	392.4307	0	526.9771	385.8889	0	0.5278	0.5067	
7715.6	549.7694	403.1428	0	523.6991	387.5089	0	0.5242	0.5147	
7723.8	553.8587	395.2991	0	523.6001	391.3788	0	0.5261	0.5122	
7732.2	550.8494	396.8015	0	522.1555	385.7113	0	0.5239	0.5094	
7740.5	555.5208	397.6033	0	520.2341	392.4510	0	0.5253	0.5144	
7748.9	553.3103	396.9498	0	524.6290	390.5310	0	0.5263	0.5127	
7757.2	556.6625	393.0568	0	523.9424	386.8388	0	0.5276	0.5077	
7765.5	557.8596	400.5460	0	521.3690	391.7852	0	0.5270	0.5158	
7773.8	527.4728	386.4090	0	503.9133	371.6843	0	0.5036	0.4936	
7782.2	491.5187	344.9291	0	476.3654	346.9528	0	0.4726	0.4504	
7790.5	454.2976	310.2855	0	437.5968	304.0993	0	0.4355	0.4000	
7798.8	429.7801	288.1155	0	412.7739	285.4047	0	0.4114	0.3734	
7807.2	399.1405	261.1991	0	383.4949	254.7423	0	0.3821	0.3359	
7815.5	377.6547	237.9811	0	364.4059	237.0054	0	0.3623	0.3092	
7823.9	384.9594	242.1889	0	363.3591	219.5729	0	0.3654	0.3006	
7832.2	382.5761	240.7621	0	364.1916	236.8584	0	0.3646	0.3110	
7840.5	374.9141	239.3610	0	361.3262	222.3360	0	0.3595	0.3006	
7848.8	380.6712	240.8866	0	362.9708	242.8404	0	0.3631	0.3149	
7857.2	372.3705	232.5967	0	361.5718	223.1388	0	0.3584	0.2967	
7865.5	376.5828	234.1703	0	364.3004	225.9653	0	0.3618	0.2996	
7873.9	380.4778	238.1391	0	358.5176	235.8040	0	0.3608	0.3086	
7882.2	379.4890	242.0920	0	363.3748	228.1002	0	0.3627	0.3061	
7890.5	376.2037	232.6910	0	361.1556	241.0253	0	0.3600	0.3084	
7898.8	378.1564	245.8371	0	362.0985	215.4730	0	0.3615	0.3003	
7907.2	381.4697	246.1626	0	364.5574	229.3347	0	0.3643	0.3096	
7915.5	376.7987	234.8628	0	357.5512	233.2880	0	0.3586	0.3048	
7923.8	380.6327	249.1286	0	362.9410	227.8083	0	0.3631	0.3105	
7932.2	379.5040	236.0395	0	363.6161	222.1086	0	0.3629	0.2983	
7940.5	377.8619	242.7409	0	357.1731	218.0759	0	0.3589	0.3000	
7948.9	378.4158	229.2732	0	364.8931	229.9908	0	0.3629	0.2990	
7957.1	382.2363	233.6542	0	359.6222	213.7587	0	0.3622	0.2913	
7965.5	379.5358	240.7630	0	358.9540	227.3055	0	0.3606	0.3047	
7973.8	380.7362	223.0429	0	362.0346	213.3034	0	0.3627	0.2841	
7982.2	377.3301	235.0322	0	360.0285	214.0595	0	0.3600	0.2924	
7990.5	379.0049	236.9837	0	366.7804	203.8385	0	0.3642	0.2870	
7998.8	376.0982	231.3524	0	360.3608	216.3043	0	0.3596	0.2914	
8007.1	377.2730	232.7448	0	354.9383	211.5512	0	0.3575	0.2893	
8015.5	379.9762	236.7863	0	365.3233	231.8302	0	0.3639	0.3051	
8023.9	381.5300	235.8952	0	358.4870	222.6133	0	0.3613	0.2985	
8032.1	383.0359	243.2211	0	356.6019	218.0360	0	0.3612	0.3003	
8040.5	379.2655	234.5126	0	358.2760	239.3279	0	0.3601	0.3085	
8048.8	379.1026	230.6705	0	362.6875	220.9517	0	0.3622	0.2940	
8057.2	380.0492	244.4170	0	356.8817	236.4625	0	0.3598	0.3131	
8065.5	383.6449	230.5969	0	356.6413	227.4292	0	0.3615	0.2982	
8073.8	380.7087	232.9890	0	359.8923	226.5707	0	0.3616	0.2992	
8082.1	380.4152	237.0756	0	359.1329	231.3003	0	0.3611	0.3049	
8090.5	385.1452	239.8293	0	359.9856	225.7452	0	0.3638	0.3031	
8098.8	378.7811	233.4874	0	360.4234	226.3464	0	0.3609	0.2994	
8107.1	396.7238	213.5774	0	377.0336	207.6332	0	0.3778	0.2742	
