Recording date:	2016/06/07
Recording time:	15:34:38
Recording resolution	1024 x 768

pygaze initiation report start
display resolution: 1024x768
display size in cm: 33.8x27.1
fixation threshold: 1.5 degrees
speed threshold: 35 degrees/second
acceleration threshold: 9500 degrees/second**2
pygaze initiation report end
pygaze calibration report start
samplerate: 120 Hz
sampletime: 8.33205667182 ms
accuracy (in pixels): LX=509.9068, LY=382.3034, RX=509.9308, RY=382.2862
precision (RMS noise in pixels): X=209.745083375, Y=172.68178827
distance between participant and display: 57.0 cm
fixation threshold: 43.7594828432 pixels
speed threshold: 1.02082144273 pixels/ms
accuracy threshold: 279.647443825 pixels/ms**2
pygaze calibration report end
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
2508.0	807.6947	615.6422	0	778.2951	618.0942	0	0.7744	0.8032	
2516.3	801.9874	615.2040	0	778.5590	615.4497	0	0.7718	0.8012	
2524.6	798.3763	618.7410	0	781.3100	615.5604	0	0.7713	0.8036	
2532.9	808.1436	611.2143	0	780.8914	617.3227	0	0.7759	0.7998	
2541.3	801.5939	610.1311	0	777.3745	617.8153	0	0.7710	0.7994	
2549.7	807.6127	613.5981	0	781.7921	619.9061	0	0.7761	0.8031	
2558.0	795.5154	603.6438	0	779.4631	613.7825	0	0.7690	0.7926	
2566.3	809.7166	600.3168	0	786.2581	611.4777	0	0.7793	0.7889	
2574.6	806.5881	606.6040	0	785.2541	611.1821	0	0.7773	0.7928	
2583.0	806.5913	603.0571	0	781.9859	617.2636	0	0.7757	0.7945	
2591.3	801.4580	601.6085	0	783.8870	617.3509	0	0.7741	0.7936	
2599.7	791.8880	596.6588	0	765.2121	602.1652	0	0.7603	0.7805	
2607.9	735.4777	541.9769	0	736.0660	550.7475	0	0.7185	0.7114	
2616.3	680.5348	491.7829	0	690.1981	494.9973	0	0.6693	0.6424	
2624.6	634.3483	453.8372	0	623.1460	450.3926	0	0.6140	0.5887	
2633.0	576.8851	390.0780	0	569.1375	378.6768	0	0.5596	0.5005	
2641.3	526.8290	324.8223	0	514.6905	321.0515	0	0.5086	0.4205	
2649.6	478.8623	271.3323	0	473.5533	276.7016	0	0.4650	0.3568	
2657.9	427.9688	238.3690	0	428.9967	237.8676	0	0.4184	0.3100	
2666.3	384.6475	218.6527	0	395.9821	221.7729	0	0.3812	0.2867	
2674.7	350.1949	203.1033	0	359.2069	183.1231	0	0.3464	0.2514	
2682.9	332.3863	188.2562	0	327.0809	186.4840	0	0.3220	0.2440	
2691.2	346.5032	185.8332	0	332.0555	169.5017	0	0.3313	0.2313	
2699.6	339.2191	191.4233	0	328.1962	169.1612	0	0.3259	0.2348	
2708.0	339.0056	187.9703	0	324.9826	174.9541	0	0.3242	0.2363	
2716.2	334.4749	186.8827	0	334.8358	165.1700	0	0.3268	0.2292	
2724.6	337.0706	190.0223	0	326.6453	176.9197	0	0.3241	0.2389	
2732.9	335.7184	187.4598	0	327.4599	163.3620	0	0.3238	0.2284	
2741.3	340.0558	189.5618	0	328.7655	168.1592	0	0.3266	0.2329	
2749.6	343.0970	192.3321	0	329.6210	169.4034	0	0.3285	0.2355	
2757.9	339.2967	185.2807	0	325.6760	162.6199	0	0.3247	0.2265	
2766.2	337.2230	185.1083	0	329.3497	173.9150	0	0.3255	0.2337	
2774.6	342.3122	196.7114	0	327.9610	177.2889	0	0.3273	0.2435	
2783.0	337.2659	190.0970	0	328.4556	167.3766	0	0.3251	0.2327	
2791.3	342.1148	189.3440	0	328.6192	163.2877	0	0.3275	0.2296	
2799.6	336.0709	187.1963	0	326.8776	172.6968	0	0.3237	0.2343	
2807.9	341.4981	186.0733	0	328.4969	161.9258	0	0.3271	0.2266	
2816.3	343.9486	188.2073	0	331.6196	165.0619	0	0.3299	0.2300	
2824.6	337.1938	192.5919	0	327.6910	174.7551	0	0.3247	0.2392	
2832.9	336.5671	192.4281	0	328.8048	169.8332	0	0.3249	0.2358	
2841.2	338.1833	179.7020	0	327.9159	159.7483	0	0.3252	0.2210	
2849.6	338.1704	187.4931	0	327.0606	166.8431	0	0.3248	0.2307	
2857.9	341.7391	192.3224	0	324.8927	157.3673	0	0.3255	0.2277	
2866.3	341.8923	189.7094	0	331.2384	169.2456	0	0.3287	0.2337	
2874.6	339.1585	187.5467	0	324.5017	167.6321	0	0.3241	0.2312	
2882.9	340.5748	186.9199	0	327.0429	166.1395	0	0.3260	0.2299	
2891.3	339.4603	195.8297	0	330.1186	160.8488	0	0.3269	0.2322	
2899.6	340.7003	192.7507	0	329.2437	157.3362	0	0.3271	0.2279	
2908.0	334.4072	185.7759	0	326.9673	180.8280	0	0.3229	0.2387	
2916.2	339.8694	186.1279	0	323.7926	163.8615	0	0.3241	0.2279	
2924.6	333.3350	184.2695	0	327.1311	161.2493	0	0.3225	0.2249	
2932.9	337.4296	190.4065	0	329.0670	167.2209	0	0.3254	0.2328	
2941.3	341.7765	187.7280	0	324.8113	160.5305	0	0.3255	0.2267	
2949.5	339.3050	186.2498	0	323.5805	164.2061	0	0.3237	0.2282	
2957.9	317.3439	189.1482	0	313.7460	149.0394	0	0.3081	0.2202	
2966.2	286.6244	181.7298	0	278.8887	169.8311	0	0.2761	0.2289	
2974.6	262.7535	166.6783	0	260.6522	177.7402	0	0.2556	0.2242	
2983.0	253.5311	166.1493	0	234.5280	157.0833	0	0.2383	0.2104	
2991.2	258.9211	165.0147	0	240.7525	165.8184	0	0.2440	0.2154	
2999.5	256.2240	160.9562	0	239.1330	165.1738	0	0.2419	0.2123	
3007.9	255.9740	171.5844	0	242.5703	166.0238	0	0.2434	0.2198	
3016.3	261.2604	160.9256	0	237.3845	158.8047	0	0.2435	0.2082	
3024.5	255.1695	157.9958	0	232.5372	166.9222	0	0.2381	0.2115	
3032.9	255.6328	164.8588	0	234.9908	153.5197	0	0.2396	0.2073	
3041.2	256.9233	172.5696	0	245.0900	166.1082	0	0.2451	0.2205	
3049.6	257.6837	171.0556	0	236.5546	154.5367	0	0.2413	0.2120	
3057.9	258.9658	166.7911	0	241.5042	159.6627	0	0.2444	0.2125	
3066.2	252.7751	163.6435	0	237.3629	162.7585	0	0.2393	0.2125	
3074.5	251.8279	161.9859	0	242.1450	157.3482	0	0.2412	0.2079	
3082.9	252.6766	169.2793	0	243.4892	163.3301	0	0.2423	0.2165	
3091.2	252.1482	167.7251	0	237.9919	151.9323	0	0.2393	0.2081	
3099.6	254.2432	165.1153	0	238.5491	160.9832	0	0.2406	0.2123	
3107.9	260.4656	164.5210	0	240.4342	157.7950	0	0.2446	0.2098	
3116.2	258.5591	161.8838	0	240.6850	162.5663	0	0.2438	0.2112	
3124.6	261.2692	160.0600	0	244.2444	160.4527	0	0.2468	0.2087	
3132.9	259.1973	163.1071	0	245.8149	156.2970	0	0.2466	0.2079	
3141.2	272.6076	171.7650	0	249.4240	153.8526	0	0.2549	0.2120	
3149.5	314.9978	166.7841	0	303.4520	165.3696	0	0.3020	0.2162	
3157.9	375.1430	167.8579	0	370.9113	166.1578	0	0.3643	0.2175	
3166.2	430.9854	169.8088	0	426.0588	153.2472	0	0.4185	0.2103	
3174.6	488.8485	166.3494	0	483.6898	167.8127	0	0.4749	0.2176	
3182.9	538.4626	173.7847	0	534.5378	165.1960	0	0.5239	0.2207	
3191.2	582.1634	157.6996	0	588.6352	156.7555	0	0.5717	0.2047	
3199.5	635.4379	152.7940	0	635.2320	152.2675	0	0.6204	0.1986	
3207.9	675.4286	158.8461	0	684.7630	150.6118	0	0.6642	0.2015	
3216.2	716.0475	167.0063	0	723.5375	153.9936	0	0.7029	0.2090	
3224.5	757.3165	152.0546	0	759.7712	154.5404	0	0.7408	0.1996	
3232.9	777.5532	155.4378	0	782.2191	148.1236	0	0.7616	0.1976	
3241.2	773.0048	161.8249	0	768.7505	145.4986	0	0.7528	0.2001	
3249.6	771.7580	158.0436	0	774.6240	152.1931	0	0.7551	0.2020	
3257.8	773.9780	165.1952	0	771.6134	150.5190	0	0.7547	0.2055	
3266.2	774.5593	157.0827	0	769.7945	159.4927	0	0.7541	0.2061	
3274.5	773.9785	153.1496	0	767.7480	148.8612	0	0.7528	0.1966	
3282.9	771.3757	157.0924	0	770.1606	140.1181	0	0.7527	0.1935	
3291.2	773.7077	154.5639	0	768.3961	150.7813	0	0.7530	0.1988	
3299.5	775.5416	156.7336	0	769.8948	146.7244	0	0.7546	0.1976	
3307.8	779.7570	158.7889	0	768.2400	148.4988	0	0.7559	0.2001	
3316.2	774.4332	155.1037	0	770.2609	149.3906	0	0.7542	0.1982	
3324.5	771.8100	152.2995	0	775.6810	145.7064	0	0.7556	0.1940	
3332.8	772.5700	148.2514	0	774.9287	148.5927	0	0.7556	0.1933	
3341.2	776.3832	150.0695	0	772.5801	146.7027	0	0.7563	0.1932	
3349.5	774.1040	157.1285	0	770.1806	143.8943	0	0.7540	0.1960	
3357.9	771.2152	153.0274	0	772.6752	143.3915	0	0.7539	0.1930	
3366.2	774.0301	156.8037	0	773.6327	144.0996	0	0.7557	0.1959	
3374.5	772.6014	152.3757	0	770.1074	146.8278	0	0.7533	0.1948	
3382.8	778.2219	160.2849	0	775.5506	146.2913	0	0.7587	0.1996	
3391.2	780.5712	151.1787	0	771.5577	149.9972	0	0.7579	0.1961	
3399.5	777.1266	156.0078	0	775.0318	146.3244	0	0.7579	0.1968	
3407.9	775.6041	152.1905	0	768.6731	150.1043	0	0.7540	0.1968	
3416.2	774.0182	152.4859	0	771.8124	151.4334	0	0.7548	0.1979	
3424.5	774.1830	152.9066	0	768.7189	149.0131	0	0.7534	0.1966	
3432.8	774.0988	155.9453	0	769.3135	148.6591	0	0.7536	0.1983	
3441.2	774.6675	152.6807	0	762.2547	153.8943	0	0.7505	0.1996	
3449.5	772.5732	164.8311	0	770.8097	145.2514	0	0.7536	0.2019	
3457.8	770.4132	157.7456	0	766.4228	147.1079	0	0.7504	0.1985	
3466.2	771.7560	156.9773	0	769.5284	140.1313	0	0.7526	0.1934	
3474.5	773.0095	157.3642	0	769.2513	154.8770	0	0.7531	0.2033	
3482.9	775.2335	152.4155	0	768.5174	148.8120	0	0.7538	0.1961	
3491.2	775.7547	160.1501	0	767.5068	154.4360	0	0.7535	0.2048	
3499.5	771.6825	166.5400	0	767.6904	146.3679	0	0.7516	0.2037	
3507.8	741.7581	184.4514	0	730.0392	174.3437	0	0.7187	0.2336	
3516.2	686.3501	221.9824	0	684.4330	232.3160	0	0.6693	0.2958	
3524.5	615.5535	244.0563	0	631.2395	264.3197	0	0.6088	0.3310	
3532.8	576.2450	304.6098	0	574.6458	314.9618	0	0.5620	0.4034	
3541.1	531.5278	360.5015	0	525.3906	355.1504	0	0.5161	0.4659	
3549.5	492.5149	395.9018	0	487.3833	390.5532	0	0.4785	0.5120	
3557.9	461.3667	418.6412	0	445.1724	421.1884	0	0.4426	0.5468	
3566.1	472.2772	434.6278	0	451.4229	427.9093	0	0.4510	0.5615	
3574.5	470.3551	417.9525	0	452.4794	422.8201	0	0.4506	0.5474	
3582.8	468.4807	434.2373	0	446.8031	432.3301	0	0.4469	0.5642	
3591.2	462.2484	424.9954	0	448.8384	433.2754	0	0.4449	0.5588	
3599.5	463.4183	430.5793	0	445.2816	425.7704	0	0.4437	0.5575	
3607.8	468.4529	427.1774	0	447.9484	427.8177	0	0.4475	0.5566	
3616.1	468.8405	426.8504	0	445.8392	433.2803	0	0.4466	0.5600	
3624.5	467.0647	420.4841	0	444.8803	422.8412	0	0.4453	0.5490	
3632.8	472.9207	428.7077	0	442.7727	429.4701	0	0.4471	0.5587	
3641.1	463.7118	427.3704	0	448.8520	426.5069	0	0.4456	0.5559	
3649.5	473.0871	414.0080	0	448.0803	423.1767	0	0.4498	0.5450	
3657.8	465.6275	430.1857	0	449.6853	429.6463	0	0.4469	0.5598	
3666.2	466.6192	419.8986	0	448.5169	423.6980	0	0.4468	0.5492	
3674.5	470.4065	416.9592	0	445.6886	425.6736	0	0.4473	0.5486	
3682.8	462.8533	425.4367	0	445.3758	419.6840	0	0.4435	0.5502	
3691.1	465.8803	424.5120	0	447.6913	419.8444	0	0.4461	0.5497	
3699.5	472.1617	431.1240	0	446.0549	419.7993	0	0.4483	0.5540	
3707.8	470.1837	435.5489	0	440.8769	415.1470	0	0.4449	0.5538	
3716.1	466.2668	427.9503	0	445.9759	433.7102	0	0.4454	0.5610	
3724.4	471.3809	432.1309	0	452.3865	425.2193	0	0.4511	0.5582	
3732.8	466.3855	427.4161	0	452.7599	434.0179	0	0.4488	0.5608	
3741.1	470.2699	422.7226	0	446.8790	420.5448	0	0.4478	0.5490	
3749.5	471.9416	424.2263	0	451.6456	422.8351	0	0.4510	0.5515	
3757.7	468.6006	423.6724	0	450.6630	428.9537	0	0.4489	0.5551	
3766.1	470.7152	440.3746	0	451.0891	425.5884	0	0.4501	0.5638	
3774.4	468.0848	438.6300	0	449.2764	437.9070	0	0.4479	0.5707	
3782.8	462.8123	444.8221	0	441.5393	435.5557	0	0.4416	0.5732	
3791.2	411.2040	476.9537	0	409.2909	484.2966	0	0.4006	0.6258	
3799.4	373.7984	533.6872	0	363.7877	530.8839	0	0.3601	0.6931	
3807.8	354.3551	557.3909	0	348.4994	550.6008	0	0.3432	0.7213	
3816.1	339.4198	580.4045	0	326.5904	578.1818	0	0.3252	0.7543	
3824.5	335.3427	603.4809	0	324.9460	595.9046	0	0.3224	0.7808	
3832.7	335.6681	592.5945	0	323.9906	594.7730	0	0.3221	0.7730	
3841.1	338.8669	590.5041	0	326.2889	589.6262	0	0.3248	0.7683	
3849.4	333.7022	594.7066	0	324.6468	593.0013	0	0.3215	0.7732	
3857.8	333.5076	602.1734	0	317.6536	588.3155	0	0.3179	0.7751	
3866.1	338.5602	596.8190	0	317.3991	594.8633	0	0.3203	0.7758	
3874.4	336.9127	585.8494	0	324.5038	590.1457	0	0.3230	0.7656	
3882.7	335.7358	594.8992	0	325.7904	591.4612	0	0.3230	0.7724	
3891.1	331.7043	592.3180	0	329.0652	583.4438	0	0.3226	0.7655	
3899.5	332.9894	588.3987	0	324.4975	586.8504	0	0.3210	0.7651	
3907.8	334.4917	588.6128	0	327.0117	594.6638	0	0.3230	0.7704	
3916.1	330.4680	585.8832	0	327.0729	592.0556	0	0.3211	0.7669	
3924.4	328.8381	589.4162	0	323.0558	588.6328	0	0.3183	0.7670	
3932.8	335.8904	593.8073	0	325.6230	586.6920	0	0.3230	0.7686	
3941.1	332.6894	589.4726	0	314.8313	584.2510	0	0.3162	0.7641	
3949.4	332.1036	586.2573	0	324.1732	593.6693	0	0.3204	0.7682	
3957.7	330.1135	591.1795	0	318.9032	584.0727	0	0.3169	0.7651	
3966.1	331.5692	587.6080	0	322.5891	584.6993	0	0.3194	0.7632	
3974.4	333.7671	585.7942	0	319.6069	569.5149	0	0.3190	0.7522	
3982.8	333.3750	591.6730	0	326.1539	590.9327	0	0.3220	0.7699	
3991.1	332.4668	588.4411	0	322.9048	587.9214	0	0.3200	0.7659	
3999.4	333.3635	587.7368	0	325.0290	584.2115	0	0.3215	0.7630	
4007.8	332.0070	591.6407	0	324.3489	583.9566	0	0.3205	0.7654	
4016.1	329.9055	587.5399	0	321.8104	586.0955	0	0.3182	0.7641	
4024.5	331.2592	586.6703	0	323.0106	582.1692	0	0.3195	0.7610	
4032.7	331.2358	589.7897	0	324.4301	586.0023	0	0.3201	0.7655	
4041.0	331.1280	587.8003	0	318.2629	586.0539	0	0.3171	0.7642	
4049.4	327.1843	586.3521	0	323.8924	585.9794	0	0.3179	0.7632	
4057.8	329.7244	588.1628	0	323.9313	583.5753	0	0.3192	0.7629	
4066.0	332.6336	590.7582	0	321.1648	584.4526	0	0.3192	0.7651	
4074.4	331.9237	585.3748	0	324.4370	589.1881	0	0.3205	0.7647	
4082.7	329.7393	589.7828	0	317.2851	579.9493	0	0.3159	0.7615	
4091.1	331.1404	588.9911	0	322.7151	586.0624	0	0.3193	0.7650	
4099.4	329.8133	589.2041	0	315.2510	585.5081	0	0.3150	0.7648	
4107.7	294.7940	585.5573	0	293.0130	588.3452	0	0.2870	0.7643	
4116.1	252.8689	583.9377	0	245.4491	579.4407	0	0.2433	0.7574	
4124.4	230.9104	591.9360	0	208.4231	597.2495	0	0.2145	0.7742	
4132.8	198.9149	593.0744	0	177.2640	594.2567	0	0.1837	0.7730	
4141.0	198.5050	586.9690	0	171.9188	588.2276	0	0.1809	0.7651	
4149.4	199.7015	582.3150	0	178.7231	588.5567	0	0.1848	0.7623	
4157.7	196.3314	591.2137	0	174.5853	593.2808	0	0.1811	0.7712	
4166.1	198.1437	590.2459	0	169.8733	585.8350	0	0.1797	0.7657	
4174.4	197.5153	592.0733	0	176.1749	592.6767	0	0.1825	0.7713	
4182.7	195.6934	589.0233	0	175.6328	586.0350	0	0.1813	0.7650	
4191.0	193.7510	582.9166	0	181.8697	585.9095	0	0.1834	0.7610	
4199.4	193.6726	592.0908	0	173.1648	585.6127	0	0.1791	0.7667	
4207.7	192.5990	588.2820	0	175.0596	593.1101	0	0.1795	0.7691	
4216.1	194.3894	590.9844	0	174.8454	588.8079	0	0.1803	0.7681	
4224.4	192.8767	587.6972	0	170.5675	587.4607	0	0.1775	0.7651	
4232.7	195.8487	591.1173	0	176.2414	587.2426	0	0.1817	0.7672	
4241.1	188.6453	587.9369	0	171.1159	588.5255	0	0.1757	0.7659	
4249.4	194.7543	587.0245	0	170.8342	590.6542	0	0.1785	0.7667	
4257.7	189.1443	588.2735	0	173.6628	589.6727	0	0.1772	0.7669	
4266.0	190.4421	582.4777	0	175.9140	586.9942	0	0.1789	0.7614	
4274.4	188.1979	540.0576	0	177.4696	544.8361	0	0.1785	0.7063	
4282.7	198.0253	463.9963	0	172.7879	452.0322	0	0.1811	0.5964	
4291.1	197.4027	402.1078	0	184.2575	390.0001	0	0.1864	0.5157	
4299.3	203.0833	322.3816	0	186.8733	312.8063	0	0.1904	0.4135	
4307.7	209.4295	243.5502	0	196.7183	251.9789	0	0.1983	0.3226	
4316.0	203.3026	159.7930	0	200.8478	181.2563	0	0.1973	0.2220	
4324.4	213.6826	110.9896	0	203.8751	129.9817	0	0.2039	0.1569	
4332.7	204.3773	70.5137	0	199.9594	82.8871	0	0.1974	0.0999	
4341.0	197.3234	33.1846	0	200.0616	62.7497	0	0.1940	0.0625	
4349.4	194.2361	25.1834	0	200.6201	41.1631	0	0.1928	0.0432	
4357.7	196.4136	25.5440	0	199.4617	49.1052	0	0.1933	0.0486	
4366.1	194.5820	25.6844	0	199.4267	52.8802	0	0.1924	0.0511	
4374.3	193.0998	19.2762	0	197.5030	45.7146	0	0.1907	0.0423	
4382.7	194.7494	22.3405	0	199.5515	40.3474	0	0.1925	0.0408	
4391.0	193.8463	22.1587	0	200.5331	46.5519	0	0.1926	0.0447	
4399.4	192.9260	26.3802	0	197.9436	38.9823	0	0.1909	0.0426	
4407.7	197.3233	26.9009	0	199.6012	39.5384	0	0.1938	0.0433	
4416.0	195.8625	23.1574	0	195.5805	41.0059	0	0.1911	0.0418	
4424.3	197.5853	23.5485	0	199.3133	44.6926	0	0.1938	0.0444	
4432.7	193.0129	21.3961	0	199.7060	48.1970	0	0.1918	0.0453	
4441.0	193.2510	22.1799	0	199.9265	44.1358	0	0.1920	0.0432	
4449.3	196.5263	26.9061	0	197.3243	42.6552	0	0.1923	0.0453	
4457.6	192.0127	25.2414	0	195.7442	38.8089	0	0.1893	0.0417	
4466.0	195.1720	26.5288	0	197.1355	44.8651	0	0.1916	0.0465	
4474.4	197.4951	22.4504	0	199.9653	38.6738	0	0.1941	0.0398	
4482.7	194.9286	25.2846	0	194.2894	44.3861	0	0.1900	0.0454	
4491.0	195.9702	25.1427	0	197.4380	42.6949	0	0.1921	0.0442	
4499.3	194.6743	27.9634	0	195.4065	40.8399	0	0.1905	0.0448	
4507.7	194.4809	25.9787	0	200.6360	41.7843	0	0.1929	0.0441	
4516.0	193.9852	21.7738	0	198.5075	38.8407	0	0.1916	0.0395	
4524.4	195.2027	15.6371	0	196.4970	45.0321	0	0.1913	0.0395	
4532.6	198.1473	21.7759	0	197.7074	35.8882	0	0.1933	0.0375	
4541.0	194.7718	21.3591	0	195.4555	42.0004	0	0.1905	0.0412	
4549.3	194.6632	26.0727	0	195.1904	44.7586	0	0.1904	0.0461	
4557.7	192.2800	23.0269	0	199.5416	45.6073	0	0.1913	0.0447	
4566.0	193.2450	19.6036	0	196.8346	37.6745	0	0.1905	0.0373	
4574.3	192.7330	27.9148	0	194.9267	43.0254	0	0.1893	0.0462	
4582.7	196.0754	25.9401	0	198.4403	45.5749	0	0.1926	0.0466	
4591.0	194.0215	23.2138	0	197.9179	51.1042	0	0.1914	0.0484	
4599.4	239.4690	49.7343	0	235.4494	71.9740	0	0.2319	0.0792	
4607.6	288.2676	105.5439	0	282.2853	108.0845	0	0.2786	0.1391	
4616.0	338.2430	142.5011	0	333.1996	139.8738	0	0.3279	0.1838	
4624.3	383.5905	180.0110	0	373.8370	172.4577	0	0.3698	0.2295	
4632.7	424.4770	210.3268	0	419.2039	213.9201	0	0.4120	0.2762	
4641.0	464.1046	255.5434	0	467.4631	258.1647	0	0.4549	0.3344	
4649.3	513.4390	286.7030	0	510.4170	298.1359	0	0.4999	0.3808	
4657.6	557.2215	320.7272	0	552.7383	333.6458	0	0.5420	0.4260	
4666.0	591.1975	352.3505	0	586.7193	361.6630	0	0.5752	0.4649	
4674.4	628.3396	372.7967	0	622.5335	379.5453	0	0.6108	0.4898	
4682.6	656.9353	377.1235	0	653.6750	387.1359	0	0.6399	0.4976	
4691.0	667.7597	384.2496	0	660.0345	388.0540	0	0.6483	0.5028	
4699.3	665.0164	388.4184	0	645.5055	391.3182	0	0.6399	0.5076	
4707.7	667.9244	387.8252	0	648.3290	393.6506	0	0.6427	0.5088	
4716.0	668.0329	401.0265	0	651.3978	395.1709	0	0.6443	0.5184	
4724.3	669.2899	403.8605	0	650.9890	391.1353	0	0.6447	0.5176	
4732.6	671.6739	387.9208	0	651.9525	383.4358	0	0.6463	0.5022	
4741.0	667.4314	395.5874	0	652.7103	388.8828	0	0.6446	0.5107	
4749.3	673.0679	396.5881	0	648.8496	392.6778	0	0.6455	0.5138	
4757.6	665.5088	394.7203	0	651.1647	390.9901	0	0.6429	0.5115	
4765.9	669.4551	388.2036	0	644.8181	391.1181	0	0.6417	0.5074	
4774.3	669.5551	399.7156	0	645.4906	392.2811	0	0.6421	0.5156	
4782.7	666.0717	398.8270	0	643.0960	391.1640	0	0.6392	0.5143	
4791.0	669.2810	388.5525	0	650.9837	385.0151	0	0.6447	0.5036	
4799.3	669.7349	387.7446	0	646.5708	385.1206	0	0.6427	0.5032	
4807.6	672.4294	389.9414	0	650.4662	388.0486	0	0.6459	0.5065	
4816.0	673.1701	386.3292	0	647.5965	382.2122	0	0.6449	0.5004	
4824.3	673.5953	399.4738	0	647.8945	384.0275	0	0.6453	0.5101	
4832.7	678.5646	384.4782	0	641.2523	404.8830	0	0.6444	0.5139	
4840.9	673.4169	394.4409	0	649.2959	385.6863	0	0.6459	0.5079	
4849.3	674.6835	376.2148	0	652.2604	383.7876	0	0.6479	0.4948	
4857.6	672.7869	385.5975	0	649.3382	387.1653	0	0.6456	0.5031	
4866.0	674.7257	383.6419	0	649.4893	384.5317	0	0.6466	0.5001	
4874.3	669.4323	389.4937	0	645.5361	390.0444	0	0.6421	0.5075	
4882.6	672.4076	398.7197	0	646.6657	387.1551	0	0.6441	0.5116	
4890.9	676.6609	388.2933	0	653.6205	381.3047	0	0.6496	0.5010	
4899.3	672.5047	393.5890	0	647.7928	380.9758	0	0.6447	0.5043	
4907.7	669.6468	393.9645	0	647.1133	380.9450	0	0.6429	0.5045	
4915.9	673.6879	386.6233	0	651.5317	386.2769	0	0.6471	0.5032	
4924.3	676.8885	395.5454	0	650.0265	383.6145	0	0.6479	0.5073	
4932.6	673.5843	395.5679	0	646.9854	390.4965	0	0.6448	0.5118	
4941.0	672.7243	388.5349	0	648.5765	384.0157	0	0.6452	0.5030	
4949.2	673.6067	381.9675	0	648.2230	381.0897	0	0.6454	0.4968	
4957.6	666.2525	396.1733	0	641.5007	393.7833	0	0.6386	0.5143	
4965.9	684.5653	420.8197	0	652.0746	421.8479	0	0.6527	0.5486	
4974.3	698.7720	463.0759	0	663.8466	478.9114	0	0.6653	0.6133	
4982.6	712.3375	495.6222	0	677.2639	495.5470	0	0.6785	0.6453	
4991.0	704.4607	521.0941	0	667.4413	518.5669	0	0.6699	0.6769	
4999.3	694.1194	531.3672	0	662.2647	528.9511	0	0.6623	0.6903	
5007.6	700.4291	515.6720	0	670.9380	513.7851	0	0.6696	0.6702	
5016.0	700.8447	521.3409	0	666.4481	518.4275	0	0.6676	0.6769	
5024.3	693.7115	526.2849	0	667.3034	524.6105	0	0.6646	0.6842	
5032.6	702.6842	527.1852	0	663.9239	523.9656	0	0.6673	0.6843	
5040.9	704.6906	522.5704	0	666.6923	523.2150	0	0.6696	0.6808	
5049.3	698.6957	519.8606	0	671.2458	519.0468	0	0.6689	0.6764	
5057.6	696.2429	522.7248	0	665.8218	521.8156	0	0.6651	0.6800	
5065.9	700.2024	529.7140	0	668.5244	521.8519	0	0.6683	0.6846	
5074.2	698.6199	526.8279	0	668.8106	518.0671	0	0.6677	0.6803	
5082.6	694.3983	526.6753	0	669.5448	521.7394	0	0.6660	0.6826	
5090.9	692.3678	524.3564	0	660.1468	516.3199	0	0.6604	0.6775	
5099.3	692.4272	526.7508	0	670.4053	518.8907	0	0.6654	0.6808	
5107.6	693.9670	523.8967	0	666.7161	515.0728	0	0.6644	0.6764	
5115.9	696.6292	526.7466	0	659.6837	527.3238	0	0.6623	0.6862	
5124.3	695.4922	526.1858	0	658.5721	520.0506	0	0.6612	0.6811	
5132.6	696.4818	516.3009	0	663.5222	526.7151	0	0.6641	0.6790	
5141.0	696.5264	526.6749	0	665.5290	525.0467	0	0.6651	0.6847	
5149.2	696.1467	522.3049	0	666.1685	513.6963	0	0.6652	0.6745	
5157.6	698.8661	525.9960	0	664.1652	518.3957	0	0.6655	0.6799	
5165.9	690.7937	527.6117	0	658.0710	525.5603	0	0.6586	0.6857	
5174.3	690.8106	523.9384	0	663.0344	520.9296	0	0.6611	0.6803	
5182.6	693.8863	520.7404	0	660.1450	522.5920	0	0.6611	0.6793	
5190.9	695.1248	525.8002	0	661.2431	520.9248	0	0.6623	0.6815	
5199.2	687.1181	529.2433	0	649.7945	526.1998	0	0.6528	0.6871	
5207.6	636.5115	530.2249	0	608.8880	527.9561	0	0.6081	0.6889	
5215.9	579.0835	528.9079	0	565.1319	511.3702	0	0.5587	0.6773	
5224.2	531.1878	524.5357	0	511.3002	515.3180	0	0.5090	0.6770	
5232.6	483.2328	516.5125	0	466.5246	504.2101	0	0.4637	0.6645	
5240.9	438.9128	509.7126	0	416.9616	498.7850	0	0.4179	0.6566	
5249.3	407.7666	504.0656	0	395.4217	490.9708	0	0.3922	0.6478	
5257.5	366.4308	483.3254	0	364.6959	481.7682	0	0.3570	0.6283	
5265.9	330.6500	481.8996	0	341.8050	476.7571	0	0.3283	0.6241	
5274.2	332.6784	469.7871	0	321.0944	464.7754	0	0.3192	0.6084	
5282.6	342.1268	477.1999	0	327.3361	473.2003	0	0.3269	0.6188	
5290.9	337.8004	479.1164	0	325.6202	462.6721	0	0.3239	0.6131	
5299.2	339.5947	469.1577	0	321.6678	467.1282	0	0.3229	0.6096	
5307.5	339.0111	470.2297	0	321.5122	470.0436	0	0.3225	0.6122	
5315.9	343.0646	473.1404	0	326.1431	464.1528	0	0.3268	0.6102	
5324.2	337.7655	465.7766	0	323.1697	475.8586	0	0.3227	0.6130	
